GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GMH001,GMH002,GMH003,GMH004,GMH005,GMH006,GMH007,GMH008,GMH009,GMH010,GMH011,GMH012,GMH013,GMH014,GMH015,GMH016,GMH017,GMH018,GMH019,GMH020,GMH021,GMH022,GMH023,GMH024,GMH025,GMH026
"G5101130","2000","US","3","5","Virginia","51","Madison","113",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"832477500","937905","Madison County","A","+38417878","-078263130","06",,,278,735,545,88,328,200,70,70,276,287,76,188,174,46,76,461,49,356,111,81,188,137,966,119,177,88
"G5101150","2000","US","3","5","Virginia","51","Mathews","115",,,,,"0",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"221921485","430663695","Mathews County","A","+37439912","-076322953","06",,,52,343,411,57,221,217,30,77,154,175,80,97,152,24,89,105,45,254,118,23,85,146,649,159,148,135
"G5101170","2000","US","3","5","Virginia","51","Mecklenburg","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1615980269","143370072","Mecklenburg County","A","+36662373","-078344909","06",,,399,1178,1687,271,828,557,48,100,349,406,263,397,543,74,74,1402,107,1120,126,84,308,171,1778,500,295,480
"G5101190","2000","US","3","5","Virginia","51","Middlesex","119",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"337470952","208378526","Middlesex County","A","+37595718","-076489133","06",,,117,437,371,116,241,177,37,82,143,175,160,141,167,8,63,143,43,254,51,31,121,128,721,139,110,111
"G5101210","2000","US","3","5","Virginia","51","Montgomery","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1005481673","3124565","Montgomery County","A","+37173588","-080395328","06",,,304,1726,3569,481,2403,790,395,713,1599,5819,2062,723,671,57,154,1957,121,2006,258,360,733,1369,8033,2022,675,369
"G5101250","2000","US","3","5","Virginia","51","Nelson","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1223392987","5060260","Nelson County","A","+37787464","-078866744","06",,,249,756,563,129,236,304,43,72,283,306,301,243,104,38,63,292,36,345,108,92,137,230,1257,306,148,133
"G5101270","2000","US","3","5","Virginia","51","New Kent","127",,,,,"0",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"542722137","36090072","New Kent County","A","+37487695","-077001389","06",,,73,684,744,189,309,301,43,190,210,168,214,164,288,35,76,321,51,412,141,60,467,281,966,244,148,169
"G5101310","2000","US","3","5","Virginia","51","Northampton","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"537097052","1522829623","Northampton County","A","+37358670","-075930044","06",,,349,315,379,139,234,275,36,88,135,274,153,134,168,62,44,255,48,264,57,26,123,105,968,262,157,127
"G5101330","2000","US","3","5","Virginia","51","Northumberland","133",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"498059931","241809705","Northumberland County","A","+37867360","-076372080","06",,,238,460,344,153,239,70,43,88,219,135,132,163,172,53,13,153,69,349,69,72,99,143,883,147,238,150
"G5101350","2000","US","3","5","Virginia","51","Nottoway","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"814945772","3753158","Nottoway County","A","+37129584","-078069728","06",,,197,347,450,134,577,385,45,108,101,235,98,177,361,13,39,330,69,345,78,34,181,98,941,251,110,269
"G5101370","2000","US","3","5","Virginia","51","Orange","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"885008655","4412804","Orange County","A","+38241950","-078052767","06",,,377,1287,934,289,682,510,229,195,432,451,303,382,361,112,95,581,141,751,108,142,408,462,1765,522,315,283
"G5101390","2000","US","3","5","Virginia","51","Page","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"805810173","7685321","Page County","A","+38613462","-078488469","06",,,339,1400,1592,123,700,275,70,94,333,332,362,232,181,101,80,1387,26,581,95,50,236,223,1191,655,242,161
"G5101410","2000","US","3","5","Virginia","51","Patrick","141",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1251334788","7050380","Patrick County","A","+36666055","-080285880","06",,,378,619,2131,181,419,354,69,44,93,209,137,252,124,41,37,1385,67,496,72,42,139,92,1206,183,148,106
"G5101430","2000","US","3","5","Virginia","51","Pittsylvania","143",,,,,"0",,,,,,,,,,,,,"1950","99","N","9999","9999","9",,,,,,,,,"2514256676","19206311","Pittsylvania County","A","+36823723","-079406928","06",,,611,2300,6113,629,1503,959,161,279,630,797,380,938,726,89,223,3639,228,2056,230,143,774,704,3603,794,642,442
"G5101450","2000","US","3","5","Virginia","51","Powhatan","145",,,,,"0",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"676706853","2907626","Powhatan County","A","+37553017","-077882091","06",,,152,1184,708,237,702,434,90,452,456,290,192,352,412,43,157,369,132,640,136,155,602,538,1422,185,331,273
"G5101470","2000","US","3","5","Virginia","51","Prince Edward","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"913652419","2813261","Prince Edward County","A","+37249952","-078429381","06",,,242,515,504,108,420,215,121,68,153,655,286,170,404,58,40,351,29,444,68,65,110,103,1729,415,170,231
"G5101490","2000","US","3","5","Virginia","51","Prince George","149",,,,,"0",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"687943634","42031732","Prince George County","A","+37203653","-077262969","06",,,118,830,1556,292,668,489,101,183,373,297,436,279,703,11,104,589,69,719,189,116,534,416,1790,573,273,782
"G5101530","2000","US","3","5","Virginia","51","Prince William","153",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"874855263","27399358","Prince William County","A","+38695694","-077409773","06",,,363,11311,4689,2288,8784,5712,4145,2953,12629,4252,4480,3683,10685,95,1538,2171,833,8626,2324,3227,5243,9454,18221,4532,4097,8413
"G5101550","2000","US","3","5","Virginia","51","Pulaski","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"830262288","23375089","Pulaski County","A","+37067783","-080707076","06",,,215,806,3643,245,900,694,98,170,387,808,227,282,375,37,69,1880,89,979,153,152,315,361,2384,600,287,269
"G5101570","2000","US","3","5","Virginia","51","Rappahannock","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"690419837","672567","Rappahannock County","A","+38687455","-078168325","06",,,220,521,154,51,87,93,75,39,214,97,138,121,192,69,34,31,0,194,48,66,106,214,436,172,132,87
"G5101590","2000","US","3","5","Virginia","51","Richmond","159",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"495873585","64541178","Richmond County","A","+37926608","-076733047","06",,,126,271,191,128,187,193,35,50,130,70,68,57,131,22,18,73,49,256,43,81,131,108,481,102,82,118
"G5101610","2000","US","3","5","Virginia","51","Roanoke","161",,,,,"0",,,,,,,,,,,,,"6800","99","N","9999","9999","9",,,,,,,,,"649738871","461376","Roanoke County","A","+37250378","-080000204","06",,,138,2296,3985,1549,3071,2461,686,1440,1640,2243,1235,1079,909,28,261,1447,624,3080,651,488,2674,1550,7333,1405,1066,702
"G5101630","2000","US","3","5","Virginia","51","Rockbridge","163",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1553026103","3499935","Rockbridge County","A","+37804403","-079437667","06",,,389,801,1429,200,345,271,38,141,258,770,410,259,199,90,57,743,70,618,165,73,210,191,1422,565,289,113
"G5101650","2000","US","3","5","Virginia","51","Rockingham","165",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2204468897","5554653","Rockingham County","A","+38466513","-078844380","06",,,1655,2981,5349,898,1883,1129,262,407,534,1608,727,898,517,485,210,2985,371,2375,272,200,673,740,5118,1186,799,388
"G5101670","2000","US","3","5","Virginia","51","Russell","167",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1229359383","5458952","Russell County","A","+36925979","-082117323","06",,,925,867,1124,263,505,699,48,98,265,410,166,260,280,103,31,815,46,684,117,77,239,293,1769,261,249,275
"G5101690","2000","US","3","5","Virginia","51","Scott","169",,,,,"0",,,,,,,,,,,,,"3660","99","N","9999","9999","9",,,,,,,,,"1389736255","5306693","Scott County","A","+36698660","-082594229","06",,,332,726,1509,252,562,334,76,122,230,296,186,215,182,54,95,457,69,678,87,119,251,225,1431,332,241,185
"G5101710","2000","US","3","5","Virginia","51","Shenandoah","171",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1326604360","836222","Shenandoah County","A","+38862837","-078551862","06",,,534,1613,2423,529,1022,607,319,251,469,546,368,421,472,150,169,1447,161,1113,191,222,500,358,2194,879,382,370
"G5101730","2000","US","3","5","Virginia","51","Smyth","173",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1170900626","565693","Smyth County","A","+36831323","-081554293","06",,,274,877,3274,233,739,485,118,130,295,575,295,318,442,47,60,1684,110,1028,83,85,254,217,2181,517,262,323
"G5101750","2000","US","3","5","Virginia","51","Southampton","175",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1552841242","7244547","Southampton County","A","+36706520","-077089003","06",,,349,300,1280,171,517,265,48,50,115,169,112,205,308,50,50,451,78,354,113,45,177,134,1133,215,127,293
"G5101770","2000","US","3","5","Virginia","51","Spotsylvania","177",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"1038226922","29547326","Spotsylvania County","A","+38213368","-077597625","06",,,203,3952,1933,1248,2879,2358,796,1275,2534,1284,1395,1276,3198,112,447,655,467,3122,676,401,2615,1986,5824,1808,1027,2180
"G5101790","2000","US","3","5","Virginia","51","Stafford","179",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"700205624","24848968","Stafford County","A","+38394099","-077431522","06",,,125,3894,1564,894,2360,1635,906,1198,3374,1520,1267,1191,4355,26,650,540,328,2792,646,680,1955,2000,6122,1614,1222,2730
"G5101810","2000","US","3","5","Virginia","51","Surry","181",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"722837207","80851177","Surry County","A","+37111675","-076893578","06",,,137,239,467,47,138,168,17,21,44,85,109,78,121,23,23,225,15,161,91,3,82,118,484,169,41,89
"G5101830","2000","US","3","5","Virginia","51","Sussex","183",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1270983449","5442975","Sussex County","A","+36926522","-077258464","06",,,249,218,555,142,229,227,21,59,78,107,88,107,159,44,17,295,33,291,64,18,82,73,698,177,50,182
"G5101850","2000","US","3","5","Virginia","51","Tazewell","185",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1346127553","383086","Tazewell County","A","+37141879","-081568540","06",,,1167,1176,1443,375,1360,955,198,254,351,729,403,569,485,24,98,594,118,1571,225,176,403,431,3103,581,450,354
"G5101870","2000","US","3","5","Virginia","51","Warren","187",,,,,"0",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"553475290","6801692","Warren County","A","+38924956","-078184419","06",,,106,2368,991,253,952,515,263,216,773,692,407,432,628,67,143,611,139,1021,227,283,477,587,2015,531,509,481
"G5101910","2000","US","3","5","Virginia","51","Washington","191",,,,,"0",,,,,,,,,,,,,"3660","99","N","9999","9999","9",,,,,,,,,"1457801914","8083506","Washington County","A","+36712823","-081958680","06",,,795,1547,3618,689,1497,782,266,308,775,984,678,500,393,169,199,1621,276,1762,245,242,732,620,3248,1016,446,395
"G5101930","2000","US","3","5","Virginia","51","Westmoreland","193",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"593575171","60760773","Westmoreland County","A","+38155600","-076832067","06",,,178,804,385,175,367,261,70,138,299,208,267,219,302,32,61,314,95,453,46,110,222,291,858,293,188,493
"G5101950","2000","US","3","5","Virginia","51","Wise","195",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1046464808","3053391","Wise County","A","+36953238","-082623990","06",,,1529,1019,722,309,1000,753,160,169,450,823,387,479,602,74,67,193,65,1153,98,286,264,301,2696,638,295,380
"G5101970","2000","US","3","5","Virginia","51","Wythe","197",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1199792453","3556294","Wythe County","A","+36925723","-081082048","06",,,414,781,2035,335,912,477,122,85,295,498,523,286,318,23,108,1202,99,846,111,117,279,202,1934,744,235,241
"G5101990","2000","US","3","5","Virginia","51","York","199",,,,,"0",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"273631204","284562332","York County","A","+37193689","-076504041","06",,,43,1317,1906,426,1193,711,289,501,1583,1128,1132,637,1627,5,227,729,209,1555,184,306,848,1367,4266,1459,647,1138
"G5105100","2000","US","3","5","Virginia","51","Alexandria City","510",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"39310427","595095","Alexandria city","F","+38816242","-077071282","08",,,55,3463,1320,850,2716,2202,2693,2696,9200,2843,2811,2631,5449,64,377,868,364,2753,913,2619,2727,7662,7039,2829,3986,5454
"G5105150","2000","US","3","5","Virginia","51","Bedford City","515",,,,,"9",,,,,,,,,,,,,"4640","99","N","9999","9999","9",,,,,,,,,"17839806","33230","Bedford city","F","+37334591","-079522783","08",,,7,140,370,50,193,59,0,57,35,88,103,100,66,0,17,219,35,152,16,32,104,70,384,94,60,14
"G5105200","2000","US","3","5","Virginia","51","Bristol City","520",,,,,"9",,,,,,,,,,,,,"3660","99","N","9999","9999","9",,,,,,,,,"33408015","688883","Bristol city","F","+36611116","-082176193","08",,,73,302,1128,200,467,225,80,114,210,254,281,258,123,20,30,581,101,625,50,109,231,225,1006,212,184,90
"G5105300","2000","US","3","5","Virginia","51","Buena Vista City","530",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"17691506","0","Buena Vista city","F","+37732184","-079353325","08",,,25,161,611,41,122,82,32,25,49,176,31,76,93,10,12,387,0,214,0,13,36,29,452,174,122,81
"G5105400","2000","US","3","5","Virginia","51","Charlottesville City","540",,,,,"9",,,,,,,,,,,,,"1540","99","N","9999","9999","9",,,,,,,,,"26579341","0","Charlottesville city","F","+38034506","-078486474","08",,,48,840,599,152,1058,360,452,416,898,3164,1298,322,345,45,93,300,87,1095,169,513,564,955,5062,1220,560,328
"G5105500","2000","US","3","5","Virginia","51","Chesapeake City","550",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"882457445","26367516","Chesapeake city","F","+36767398","-076287405","08",,,349,6377,7312,2041,4589,4022,1326,2120,4772,3928,2200,2302,4783,124,1013,2575,970,5941,1411,1472,4123,4021,15803,3226,2160,3416
"G5105600","2000","US","3","5","Virginia","51","Clifton Forge City","560",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"8006155","11261","Clifton Forge city","F","+37819801","-079823584","08",,,5,116,198,19,84,133,22,28,73,78,58,17,7,0,31,121,13,94,13,30,23,22,290,104,53,61
"G5105700","2000","US","3","5","Virginia","51","Colonial Heights City","570",,,,,"9",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"19361816","802324","Colonial Heights city","F","+37262257","-077402728","08",,,26,658,812,185,698,321,103,232,245,365,257,191,295,0,93,271,54,586,44,85,399,198,1176,337,192,384
"G5105800","2000","US","3","5","Virginia","51","Covington City","580",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"14689470","0","Covington city","F","+37786225","-079988817","08",,,19,254,496,29,211,111,35,38,69,49,76,41,43,11,16,181,11,267,26,37,30,53,287,128,100,78
"G5105900","2000","US","3","5","Virginia","51","Danville City","590",,,,,"9",,,,,,,,,,,,,"1950","99","N","9999","9999","9",,,,,,,,,"111527387","2269642","Danville city","F","+36587238","-079404404","08",,,10,820,3228,385,1363,482,145,262,489,980,599,427,313,5,45,2123,123,1384,103,112,536,558,3312,1085,490,289
"G5105950","2000","US","3","5","Virginia","51","Emporia City","595",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"17852615","191800","Emporia city","F","+36693018","-077538090","08",,,12,158,304,50,151,74,28,30,33,62,62,28,143,0,5,227,0,190,14,6,48,50,343,83,31,112
"G5106000","2000","US","3","5","Virginia","51","Fairfax City","600",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"16343135","0","Fairfax city","F","+38852612","-077304377","08",,,31,822,276,127,554,290,412,434,1435,489,635,300,683,18,86,115,75,444,121,306,493,908,1509,452,368,541
"G5106100","2000","US","3","5","Virginia","51","Falls Church City","610",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"5143012","0","Falls Church city","F","+38884481","-077176155","08",,,11,155,78,39,195,125,209,163,739,214,207,209,637,0,26,44,44,225,44,189,237,454,691,148,356,418
"G5106200","2000","US","3","5","Virginia","51","Franklin City","620",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"21633451","121516","Franklin city","F","+36674954","-076930799","08",,,45,200,595,61,179,44,25,57,73,153,40,96,106,0,24,205,23,238,36,30,75,59,718,122,56,140
"G5106300","2000","US","3","5","Virginia","51","Fredericksburg City","630",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"27240815","11569","Fredericksburg city","F","+38301829","-077470778","08",,,13,572,315,188,574,240,136,334,747,614,539,236,502,21,50,152,116,719,14,127,554,448,1513,548,178,316
"G5106400","2000","US","3","5","Virginia","51","Galax City","640",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"21311140","0","Galax city","F","+36664675","-080920275","08",,,20,124,777,67,163,110,21,37,47,120,29,29,67,0,18,431,34,266,0,6,55,68,358,86,78,61
"G5106500","2000","US","3","5","Virginia","51","Hampton City","650",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"134112964","218719814","Hampton city","F","+37034946","-076360126","08",,,157,3392,6410,885,2981,1804,720,1256,2690,2714,1963,1453,3124,51,514,3019,382,4901,710,1005,1707,2848,9709,2727,1385,2303
"G5106600","2000","US","3","5","Virginia","51","Harrisonburg City","660",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"45483574","75836","Harrisonburg city","F","+38443279","-078872759","08",,,184,702,1839,317,1334,270,205,319,727,1615,1292,419,260,65,83,728,70,1244,114,243,412,584,3615,1574,362,257
"G5106700","2000","US","3","5","Virginia","51","Hopewell City","670",,,,,"9",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"26530144","1503140","Hopewell city","F","+37290399","-077303371","08",,,44,849,1113,234,566,490,83,149,319,205,262,174,350,0,51,597,166,606,138,45,277,264,1303,413,244,435
"G5106780","2000","US","3","5","Virginia","51","Lexington City","678",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"6458555","0","Lexington city","F","+37782938","-079445198","08",,,13,107,53,26,99,32,36,17,49,499,157,33,59,6,5,73,6,96,7,7,14,44,447,87,97,44
"G5106800","2000","US","3","5","Virginia","51","Lynchburg City","680",,,,,"9",,,,,,,,,,,,,"4640","99","N","9999","9999","9",,,,,,,,,"127921739","947003","Lynchburg city","F","+37403672","-079170205","08",,,91,1433,3605,591,1722,842,389,728,1084,1823,1043,845,373,12,186,1741,284,1878,267,288,1024,866,5551,1436,723,335
"G5106830","2000","US","3","5","Virginia","51","Manassas City","683",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"25727953","57532","Manassas city","F","+38751415","-077476396","08",,,34,1933,751,323,1097,721,563,405,1513,578,627,520,884,10,176,413,52,1146,263,466,545,1143,2228,737,434,676
"G5106850","2000","US","3","5","Virginia","51","Manassas Park City","685",,,,,"9",,,,,,,,,,,,,"8872","97","N","8840","9999","9",,,,,,,,,"6454537","0","Manassas Park city","F","+38773564","-077453542","08",,,11,788,136,115,348,277,198,122,356,167,144,195,209,0,160,71,40,406,76,122,242,320,633,128,136,113
"G5106900","2000","US","3","5","Virginia","51","Martinsville City","690",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"28375210","134337","Martinsville city","F","+36686143","-079869171","08",,,22,268,1277,35,266,165,58,110,153,262,184,181,87,3,19,829,21,433,48,7,176,162,885,215,148,72
"G5107000","2000","US","3","5","Virginia","51","Newport News City","700",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"176881042","131458568","Newport News city","F","+37071046","-076484557","08",,,173,4906,8607,1085,3910,2148,1020,1252,3624,3110,3179,1750,3382,38,600,3339,692,6082,840,1008,2275,3767,11983,4607,2022,2795
"G5107100","2000","US","3","5","Virginia","51","Norfolk City","710",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"139155107","110271113","Norfolk city","F","+36885747","-076259900","08",,,139,5715,4298,1655,4889,3621,1299,2191,4707,4550,4306,2369,3923,29,713,1899,916,6429,1407,1495,3318,3965,13603,5044,2316,2694
"G5107200","2000","US","3","5","Virginia","51","Norton City","720",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"19501536","0","Norton city","F","+36936805","-082625146","08",,,77,88,73,8,86,64,25,24,66,94,67,39,28,6,7,33,5,124,0,11,14,57,262,113,44,40
"G5107300","2000","US","3","5","Virginia","51","Petersburg City","730",,,,,"9",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"59260966","789462","Petersburg city","F","+37212950","-077400417","08",,,57,497,1356,275,670,490,69,294,436,796,479,193,565,17,59,937,148,741,202,122,278,427,2548,615,326,573
"G5107350","2000","US","3","5","Virginia","51","Poquoson City","735",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"40186651","162933240","Poquoson city","F","+37133153","-076373881","08",,,72,483,496,97,276,116,82,118,362,196,110,99,445,0,86,132,57,330,38,64,145,196,929,276,122,223
"G5107400","2000","US","3","5","Virginia","51","Portsmouth City","740",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"85885150","34863486","Portsmouth city","F","+36831298","-076345641","08",,,112,2918,4120,808,2054,1422,521,603,1668,1682,1208,1120,1634,41,339,1535,412,2745,655,546,1493,1592,6657,1667,1374,1427
"G5107500","2000","US","3","5","Virginia","51","Radford City","750",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"25429628","961866","Radford city","F","+37127585","-080569523","08",,,17,260,769,44,320,92,60,145,138,834,499,94,142,0,0,342,8,419,46,41,183,205,1664,521,171,155
"G5107600","2000","US","3","5","Virginia","51","Richmond City","760",,,,,"9",,,,,,,,,,,,,"6760","99","N","9999","9999","9",,,,,,,,,"155581363","6418229","Richmond city","F","+37538346","-077461507","08",,,84,4377,4894,1845,4876,2862,1155,3991,5831,5448,4702,2087,2472,93,494,2706,685,4586,1268,1484,4800,4811,14271,4329,2961,3633
"G5107700","2000","US","3","5","Virginia","51","Roanoke City","770",,,,,"9",,,,,,,,,,,,,"6800","99","N","9999","9999","9",,,,,,,,,"111070256","71960","Roanoke city","F","+37276895","-079955711","08",,,54,2499,3888,1324,3010,2000,514,1067,1777,2310,1872,1084,528,68,263,1951,357,4156,607,620,2278,1487,6441,2292,1266,742
"G5107750","2000","US","3","5","Virginia","51","Salem City","775",,,,,"9",,,,,,,,,,,,,"6800","99","N","9999","9999","9",,,,,,,,,"37783681","0","Salem city","F","+37286895","-080055836","08",,,54,668,1162,335,910,567,96,295,504,568,374,377,237,13,103,496,164,850,125,160,645,451,2177,466,353,227
"G5107900","2000","US","3","5","Virginia","51","Staunton City","790",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"51043823","0","Staunton city","F","+38157920","-079076450","08",,,29,604,1132,317,646,304,134,256,398,533,424,297,452,8,48,404,123,826,87,214,287,280,2171,589,304,240
"G5108000","2000","US","3","5","Virginia","51","Suffolk City","800",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"1036048206","75234666","Suffolk city","F","+36741347","-076609881","08",,,176,1878,3481,698,1321,1221,383,410,1019,964,558,648,1320,65,387,1382,259,1845,504,201,916,1004,4462,1000,493,924
"G5108100","2000","US","3","5","Virginia","51","Virginia Beach City","810",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"643073238","644994920","Virginia Beach city","F","+36834498","-076087179","08",,,302,12630,9098,3802,12191,6090,3337,6108,11510,8887,8652,4866,8881,119,1879,3483,2007,14547,2578,3499,10660,9809,31004,8759,5187,5038
"G5108200","2000","US","3","5","Virginia","51","Waynesboro City","820",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"39783124","49217","Waynesboro city","F","+38069874","-078894517","08",,,32,620,1403,162,635,315,71,108,160,378,222,211,181,11,25,646,90,645,83,135,190,259,1248,504,165,148
"G5108300","2000","US","3","5","Virginia","51","Williamsburg City","830",,,,,"9",,,,,,,,,,,,,"5720","99","N","9999","9999","9",,,,,,,,,"22131351","334423","Williamsburg city","F","+37274882","-076708339","08",,,9,231,173,19,183,46,86,69,234,374,537,47,72,0,33,57,10,382,25,89,103,171,721,425,96,92
"G5108400","2000","US","3","5","Virginia","51","Winchester City","840",,,,,"9",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"24176117","0","Winchester city","F","+39178355","-078166771","08",,,149,869,1390,341,833,368,124,300,492,710,481,309,240,16,96,888,96,727,107,144,257,329,1786,575,356,164
"G5300010","2000","US","4","9","Washington","53","Adams","001",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"4985625808","12242664","Adams County","A","+46968101","-118683987","06",,,1359,212,580,299,269,259,22,57,57,260,151,160,101,305,25,307,134,288,51,35,132,99,966,205,57,100
"G5300030","2000","US","4","9","Washington","53","Asotin","003",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1645531749","13837868","Asotin County","A","+46305908","-117115067","06",,,232,623,872,207,601,373,54,194,298,526,349,293,149,68,61,235,80,639,96,88,369,248,1632,442,285,197
"G5300050","2000","US","4","9","Washington","53","Benton","005",,,,,"0",,,,,,,,,,,,,"6740","99","N","9999","9999","9",,,,,,,,,"4410986706","147711486","Benton County","A","+46248840","-119385012","06",,,2036,4221,3514,1439,3414,3200,662,1029,8582,2625,2060,1450,1750,708,627,1450,585,4281,933,642,1490,4577,9866,2328,1436,1328
